510660.81 	7920072.55 
511244.88 	7920069.67 
511245.26 	7920066.85 
511245.63 	7920064.04 
511245.98 	7920061.22 
511246.32 	7920058.40 
511246.65 	7920055.57 
511246.96 	7920052.75 
511247.26 	7920049.92 
511247.55 	7920047.10 
511247.82 	7920044.27 
511248.08 	7920041.44 
511248.32 	7920038.61 
511248.55 	7920035.78 
511248.77 	7920032.95 
511248.98 	7920030.11 
511249.17 	7920027.28 
511249.35 	7920024.44 
511249.51 	7920021.61 
511249.66 	7920018.77 
511249.80 	7920015.93 
511249.92 	7920013.09 
511250.03 	7920010.25 
511250.13 	7920007.41 
511250.21 	7920004.57 
511250.28 	7920001.73 
511250.34 	7919998.89 
511250.38 	7919996.05 
511250.41 	7919993.21 
511250.42 	7919990.37 
511250.42 	7919987.53 
511250.41 	7919984.69 
511250.39 	7919981.85 
511250.35 	7919979.01 
511250.29 	7919976.17 
511250.23 	7919973.33 
511250.15 	7919970.49 
511250.06 	7919967.65 
511249.95 	7919964.81 
511249.83 	7919961.97 
511249.69 	7919959.13 
511249.55 	7919956.29 
511249.38 	7919953.46 
511249.21 	7919950.62 
511249.02 	7919947.79 
511248.82 	7919944.95 
511248.61 	7919942.12 
511248.38 	7919939.29 
511248.13 	7919936.46 
511247.88 	7919933.63 
511247.61 	7919930.80 
511247.33 	7919927.97 
511247.03 	7919925.15 
511246.72 	7919922.32 
511246.40 	7919919.50 
511246.06 	7919916.68 
511245.71 	7919913.86 
511245.35 	7919911.04 
511244.97 	7919908.23 
511244.58 	7919905.41 
511244.18 	7919902.60 
511243.76 	7919899.79 
511243.33 	7919896.98 
511242.88 	7919894.18 
511242.43 	7919891.37 
511241.95 	7919888.57 
511241.47 	7919885.77 
511240.97 	7919882.97 
511240.46 	7919880.18 
511239.94 	7919877.39 
511239.40 	7919874.60 
511238.85 	7919871.81 
511238.28 	7919869.03 
511237.71 	7919866.24 
511237.12 	7919863.47 
511236.51 	7919860.69 
511235.89 	7919857.92 
511235.26 	7919855.15 
511234.62 	7919852.38 
511233.96 	7919849.62 
511233.29 	7919846.85 
511232.61 	7919844.10 
511231.91 	7919841.34 
511231.20 	7919838.59 
511230.48 	7919835.84 
511229.75 	7919833.10 
511229.00 	7919830.36 
511228.23 	7919827.62 
511227.46 	7919824.89 
511226.67 	7919822.16 
511225.87 	7919819.43 
511225.06 	7919816.71 
511224.23 	7919813.99 
511223.39 	7919811.28 
511222.54 	7919808.57 
511221.67 	7919805.86 
511220.79 	7919803.16 
511219.90 	7919800.46 
511219.00 	7919797.77 
511218.08 	7919795.08 
511217.15 	7919792.40 
511216.20 	7919789.72 
511215.25 	7919787.04 
511214.28 	7919784.37 
511213.30 	7919781.71 
511212.30 	7919779.04 
511211.30 	7919776.39 
511210.28 	7919773.74 
511209.25 	7919771.09 
511208.20 	7919768.45 
511207.14 	7919765.81 
511206.07 	7919763.18 
511204.99 	7919760.55 
511203.90 	7919757.93 
511202.79 	7919755.31 
511201.67 	7919752.70 
511200.54 	7919750.10 
511199.39 	7919747.50 
511198.24 	7919744.90 
511197.07 	7919742.31 
511195.88 	7919739.73 
511194.69 	7919737.15 
511193.48 	7919734.58 
511192.26 	7919732.01 
511191.03 	7919729.45 
511189.79 	7919726.90 
511188.54 	7919724.35 
511187.27 	7919721.81 
511185.99 	7919719.27 
511184.70 	7919716.74 
511183.39 	7919714.22 
511182.08 	7919711.70 
511180.75 	7919709.19 
511179.41 	7919706.68 
511178.06 	7919704.18 
511176.69 	7919701.69 
511175.32 	7919699.20 
511173.93 	7919696.72 
511172.53 	7919694.25 
511171.12 	7919691.79 
511169.70 	7919689.33 
511168.26 	7919686.87 
511166.82 	7919684.43 
511165.36 	7919681.99 
511163.89 	7919679.56 
511162.41 	7919677.13 
511160.92 	7919674.72 
511159.41 	7919672.31 
511157.90 	7919669.90 
511156.37 	7919667.51 
511154.83 	7919665.12 
511153.28 	7919662.74 
511151.72 	7919660.37 
511150.15 	7919658.00 
511148.56 	7919655.64 
511146.97 	7919653.29 
511145.36 	7919650.95 
511143.74 	7919648.61 
511142.12 	7919646.28 
511140.48 	7919643.96 
511138.83 	7919641.65 
511137.16 	7919639.35 
511135.49 	7919637.05 
511133.81 	7919634.76 
511132.11 	7919632.48 
511130.41 	7919630.21 
511128.69 	7919627.94 
511126.96 	7919625.69 
511125.23 	7919623.44 
511123.48 	7919621.20 
511121.72 	7919618.97 
511119.95 	7919616.75 
511118.17 	7919614.53 
511116.38 	7919612.33 
511114.58 	7919610.13 
511112.76 	7919607.94 
511110.94 	7919605.76 
511109.11 	7919603.59 
511107.27 	7919601.43 
511105.41 	7919599.28 
511103.55 	7919597.13 
511101.68 	7919595.00 
510760.40 	7919588.99 
510660.81 	7920072.55
