411922.98	9253125.49	572.04
411925.64	9253124.02	572.04
411930.27	9253122.07	572.04
411933.86	9253121.05	572.04
411937.22	9253120.29	572.04
411940.90	9253119.32	572.04
411942.83	9253118.64	572.04
411922.98	9253166.96	571.04
411923.99	9253166.43	571.04
411926.39	9253165.17	571.04
411927.55	9253164.54	571.04
411928.37	9253164.04	571.04
411929.07	9253163.61	571.04
411929.65	9253163.27	571.04
411930.29	9253162.96	571.04
411931.63	9253162.32	571.04
411934.44	9253160.94	571.04
411939.22	9253158.52	571.04
411945.43	9253155.35	571.04
411952.27	9253151.87	571.04
411958.96	9253148.47	571.04
411964.88	9253145.45	571.04
411969.41	9253143.09	571.04
411972.21	9253141.54	571.04
411973.92	9253140.42	571.04
411975.43	9253139.27	571.04
411977.45	9253137.74	571.04
411979.96	9253136.03	571.04
411982.76	9253134.48	571.04
411985.78	9253133.19	571.04
411989.41	9253131.21	571.04
411994.17	9253127.34	571.04
412000.35	9253120.83	571.04
412002.25	9253118.64	571.04
411922.98	9253202.06	570.04
411924.52	9253201.50	570.04
411927.55	9253200.47	570.04
411929.53	9253199.79	570.04
411932.10	9253198.84	570.04
411936.00	9253197.33	570.04
411941.70	9253195.08	570.04
411949.48	9253191.94	570.04
411958.75	9253187.94	570.04
411968.70	9253183.15	570.04
411978.54	9253177.77	570.04
411987.54	9253172.50	570.04
411994.96	9253168.20	570.04
412000.31	9253165.45	570.04
412003.97	9253163.94	570.04
412006.57	9253163.12	570.04
412008.72	9253162.48	570.04
412010.98	9253161.76	570.04
412013.94	9253160.77	570.04
412017.97	9253159.34	570.04
412022.63	9253157.43	570.04
412027.29	9253155.03	570.04
412031.49	9253152.14	570.04
412035.50	9253148.74	570.04
412039.75	9253144.81	570.04
412044.55	9253140.34	570.04
412049.69	9253135.32	570.04
412054.82	9253129.74	570.04
412059.60	9253123.74	570.04
412063.26	9253118.64	570.04
411922.98	9253229.96	569.04
411927.52	9253228.59	569.04
411935.80	9253226.09	569.04
411947.03	9253222.33	569.04
411962.35	9253216.72	569.04
411978.84	9253210.44	569.04
411992.56	9253205.11	569.04
412000.60	9253201.94	569.04
412004.20	9253200.51	569.04
412005.62	9253200.00	569.04
412006.97	9253199.57	569.04
412009.55	9253198.37	569.04
412014.50	9253195.54	569.04
412022.59	9253190.44	569.04
412033.19	9253183.33	569.04
412045.31	9253174.67	569.04
412057.86	9253165.10	569.04
412069.39	9253155.91	569.04
412078.35	9253148.53	569.04
412083.68	9253144.00	569.04
412086.15	9253141.75	569.04
412087.03	9253140.84	569.04
412087.38	9253140.44	569.04
412087.52	9253140.27	569.04
412087.58	9253140.21	569.04
412087.70	9253140.09	569.04
412088.23	9253139.63	569.04
412089.51	9253138.53	569.04
412091.72	9253136.62	569.04
412094.30	9253134.40	569.04
412096.49	9253132.52	569.04
412097.84	9253131.33	569.04
412099.04	9253130.09	569.04
412101.05	9253127.78	569.04
412104.51	9253123.71	569.04
412108.65	9253118.64	569.04
411922.98	9253257.69	568.04
411930.05	9253255.86	568.04
411940.41	9253253.12	568.04
411952.22	9253249.63	568.04
411965.27	9253245.14	568.04
411979.41	9253239.66	568.04
411994.53	9253233.23	568.04
412010.24	9253226.06	568.04
412025.04	9253219.15	568.04
412037.17	9253213.64	568.04
412045.58	9253210.24	568.04
412052.02	9253207.75	568.04
412058.97	9253204.54	568.04
412068.16	9253199.38	568.04
412078.52	9253192.84	568.04
412088.25	9253185.93	568.04
412095.88	9253179.56	568.04
412101.32	9253174.23	568.04
412104.80	9253170.34	568.04
412106.66	9253168.09	568.04
412107.71	9253166.78	568.04
412108.88	9253165.48	568.04
412110.84	9253163.52	568.04
412113.23	9253161.23	568.04
412115.42	9253159.16	568.04
412117.01	9253157.70	568.04
412118.44	9253156.52	568.04
412120.33	9253155.13	568.04
412123.13	9253153.14	568.04
412126.45	9253150.70	568.04
412129.72	9253148.08	568.04
412132.47	9253145.53	568.04
412134.63	9253143.17	568.04
412136.21	9253141.11	568.04
412137.37	9253139.29	568.04
412138.76	9253136.96	568.04
412141.16	9253133.22	568.04
412144.95	9253127.29	568.04
412148.98	9253118.94	568.04
412149.06	9253118.64	568.04
411922.98	9253285.22	567.04
411925.49	9253284.69	567.04
411934.95	9253282.58	567.04
411946.55	9253279.81	567.04
411958.11	9253276.77	567.04
411968.03	9253273.70	567.04
411977.06	9253270.33	567.04
411986.53	9253266.24	567.04
411997.39	9253261.20	567.04
412008.90	9253255.76	567.04
412019.93	9253250.68	567.04
412029.60	9253246.47	567.04
412038.13	9253242.87	567.04
412045.98	9253239.39	567.04
412053.65	9253235.56	567.04
412061.65	9253231.13	567.04
412070.54	9253225.87	567.04
412080.55	9253219.70	567.04
412090.82	9253213.23	567.04
412100.20	9253207.21	567.04
412107.84	9253202.21	567.04
412114.09	9253197.98	567.04
412119.63	9253194.07	567.04
412124.91	9253190.20	567.04
412129.56	9253186.68	567.04
412133.00	9253184.01	567.04
412134.87	9253182.48	567.04
412135.78	9253181.61	567.04
412136.57	9253180.75	567.04
412137.94	9253179.35	567.04
412140.00	9253177.49	567.04
412142.74	9253175.36	567.04
412146.15	9253173.03	567.04
412150.38	9253170.08	567.04
